book_id,title,date,imprint,placeOfPublication,wordcount,ecco_ID,tcp_ID,author,author_name,author_surname,author_born,author_died
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,3783,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,3783,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,3783,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,3783,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,3783,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,3783,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,3783,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,3783,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,3783,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,3783,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,3783,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,3783,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,3783,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,3783,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,5862,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,5862,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,5862,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,5862,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,5862,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,5862,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,5862,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,5862,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,5862,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,5862,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,5862,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,5862,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,5862,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,5862,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,5862,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,5862,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,5862,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,5862,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,6647,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,6647,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,6647,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,6647,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,6647,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,6647,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,6647,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,6647,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,6647,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,6647,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,6647,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,6647,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,6647,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,6647,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,6647,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,6647,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,6647,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,6647,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,7134,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,7134,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,7134,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,7134,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,7134,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,7134,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,7134,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,7134,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,7134,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,7134,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,7134,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,7134,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,7134,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,7134,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,7134,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,Bristol,7134,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,London,7134,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for L. Davis and C. Reymers in Holborn; and J. Payne in Pater-Noster-Row,York,7134,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,14023,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,14023,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,14023,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,14023,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,14023,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,14023,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,14023,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,14023,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,14023,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,14023,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,14023,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,14023,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,14023,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,14023,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,14023,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,14023,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,14023,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,14023,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,19432,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,19432,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,19432,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,19432,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,19432,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,19432,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,19432,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,19432,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,19432,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,19432,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,19432,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,19432,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,19432,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,19432,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,19432,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,19432,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,19432,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,19432,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,3783,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,3783,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,3783,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,3783,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,3783,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,3783,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,3783,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,3783,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,3783,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,3783,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,3783,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,3783,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,3783,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,3783,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,3783,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,3783,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,3783,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,3783,,K107298.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,5862,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,5862,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,5862,,K021305.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,5862,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,5862,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,5862,,K023578.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,5862,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,5862,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,5862,,K023579.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,5862,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,5862,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,York,5862,,K037211.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,Bristol,5862,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
146200400,CLIFTON: A POEM In TWO CANTOS.,1751,London : printed for T. and J. Egerton Whitehall,London,5862,,K097708.000,Henry Jones 1721-1770,Henry Jones,Jones,1721,1770
